0	1	2
ZNF75A	AC006026.10	1.0
ZSCAN16	AC006026.10	1.0
AIRE	AC006042.6	1.0
ARID3A	AC006042.6	1.0
BARX2	AC006042.6	1.0
DLX2	AC006042.6	1.0
DLX5	AC006042.6	1.0
FOXA1	AC006042.6	1.0
FOXB1	AC006042.6	1.0
FOXC1	AC006042.6	1.0
FOXD2	AC006042.6	1.0
FOXQ1	AC006042.6	1.0
HMG20B	AC006042.6	1.0
HOXA9	AC006042.6	1.0
MYC	AC006042.6	1.0
ONECUT3	AC006042.6	1.0
PRDM4	AC006042.6	1.0
TBX3	AC006042.6	1.0
TFAP2A	AC006042.6	1.0
TFAP2C	AC006042.6	1.0
ZFHX3	AC006042.6	1.0
ZNF410	AC006042.6	1.0
ZSCAN10	AC006042.6	1.0
BCL11A	AC006042.8	1.0
CREM	AC006042.8	1.0
DMRT2	AC006042.8	1.0
FOXA2	AC006042.8	1.0
GATA2	AC006042.8	1.0
HOXA5	AC006042.8	1.0
HOXD10	AC006042.8	1.0
HOXD9	AC006042.8	1.0
IRF4	AC006042.8	1.0
IRF5	AC006042.8	1.0
IRF8	AC006042.8	1.0
IRF9	AC006042.8	1.0
JUN	AC006042.8	1.0
JUND	AC006042.8	1.0
MEF2B	AC006042.8	1.0
MEF2C	AC006042.8	1.0
MEF2D	AC006042.8	1.0
NR1D1	AC006042.8	1.0
NR2F2	AC006042.8	1.0
ONECUT2	AC006042.8	1.0
PAX4	AC006042.8	1.0
PURA	AC006042.8	1.0
RORC	AC006042.8	1.0
RUNX2	AC006042.8	1.0
RUNX3	AC006042.8	1.0
TBX2	AC006042.8	1.0
TBX21	AC006042.8	1.0
TBX3	AC006042.8	1.0
ZBTB3	AC006042.8	1.0
ZNF35	AC006042.8	1.0
ARID5B	AC006050.2	1.0
BATF	AC006050.2	1.0
ETV6	AC006050.2	1.0
FOXM1	AC006050.2	1.0
GATA5	AC006050.2	1.0
GMEB2	AC006050.2	1.0
GSC	AC006050.2	1.0
GSC2	AC006050.2	1.0
GSX1	AC006050.2	1.0
GSX2	AC006050.2	1.0
HIC2	AC006050.2	1.0
HMG20B	AC006050.2	1.0
HOXD10	AC006050.2	1.0
IRX1	AC006050.2	1.0
KLF1	AC006050.2	1.0
KLF4	AC006050.2	1.0
KLF5	AC006050.2	1.0
MAZ	AC006050.2	1.0
MEIS1	AC006050.2	1.0
MSX1	AC006050.2	1.0
NFE2L2	AC006050.2	1.0
ONECUT1	AC006050.2	1.0
ONECUT2	AC006050.2	1.0
ONECUT3	AC006050.2	1.0
PAX7	AC006050.2	1.0
PBX1	AC006050.2	1.0
PBX2	AC006050.2	1.0
PLAG1	AC006050.2	1.0
SMAD1	AC006050.2	1.0
SMAD2	AC006050.2	1.0
SP1	AC006050.2	1.0
SP3	AC006050.2	1.0
STAT2	AC006050.2	1.0
TBP	AC006050.2	1.0
TBR1	AC006050.2	1.0
ZBTB47	AC006050.2	1.0
ZNF148	AC006050.2	1.0
ZNF263	AC006050.2	1.0
ZNF274	AC006050.2	1.0
ZNF281	AC006050.2	1.0
ZNF384	AC006050.2	1.0
ZNF410	AC006050.2	1.0
FEZF1	AC006111.1	1.0
HSF2	AC006111.1	1.0
ID4	AC006111.1	1.0
INSM1	AC006111.1	1.0
MZF1	AC006111.1	1.0
NHLH1	AC006111.1	1.0
NHLH2	AC006111.1	1.0
NKX2-8	AC006111.1	1.0
NR1H2	AC006111.1	1.0
NR2C2	AC006111.1	1.0
NR2F1	AC006111.1	1.0
PAX1	AC006111.1	1.0
PAX2	AC006111.1	1.0
PAX9	AC006111.1	1.0
REST	AC006111.1	1.0
RXRA	AC006111.1	1.0
RXRB	AC006111.1	1.0
RXRG	AC006111.1	1.0
SP3	AC006111.1	1.0
TCF3	AC006111.1	1.0
ZBTB7B	AC006111.1	1.0
ZNF143	AC006111.1	1.0
ZNF148	AC006111.1	1.0
ZNF281	AC006111.1	1.0
ARID3A	AC006115.3	1.0
BCL11A	AC006115.3	1.0
BPTF	AC006115.3	1.0
CDX1	AC006115.3	1.0
CDX2	AC006115.3	1.0
CEBPB	AC006115.3	1.0
CPEB1	AC006115.3	1.0
CUX1	AC006115.3	1.0
CUX2	AC006115.3	1.0
DMRT3	AC006115.3	1.0
DMRTA2	AC006115.3	1.0
E2F7	AC006115.3	1.0
ELK4	AC006115.3	1.0
EPAS1	AC006115.3	1.0
ERF	AC006115.3	1.0
ETV2	AC006115.3	1.0
ETV6	AC006115.3	1.0
FERD3L	AC006115.3	1.0
FOXA2	AC006115.3	1.0
FOXF1	AC006115.3	1.0
FOXH1	AC006115.3	1.0
FOXJ2	AC006115.3	1.0
FOXJ3	AC006115.3	1.0
FOXL1	AC006115.3	1.0
FOXP1	AC006115.3	1.0
FOXP2	AC006115.3	1.0
FOXP4	AC006115.3	1.0
FOXQ1	AC006115.3	1.0
FUBP1	AC006115.3	1.0
GABPA	AC006115.3	1.0
GATA5	AC006115.3	1.0
GFI1	AC006115.3	1.0
GFI1B	AC006115.3	1.0
HHEX	AC006115.3	1.0
HMX1	AC006115.3	1.0
HMX2	AC006115.3	1.0
HMX3	AC006115.3	1.0
HOXB6	AC006115.3	1.0
HOXD4	AC006115.3	1.0
HOXD9	AC006115.3	1.0
IRF5	AC006115.3	1.0
KLF1	AC006115.3	1.0
LEF1	AC006115.3	1.0
MEF2C	AC006115.3	1.0
MEOX2	AC006115.3	1.0
MESP1	AC006115.3	1.0
MNX1	AC006115.3	1.0
MSX1	AC006115.3	1.0
MSX2	AC006115.3	1.0
NFAT5	AC006115.3	1.0
NFATC2	AC006115.3	1.0
NFATC3	AC006115.3	1.0
NFATC4	AC006115.3	1.0
NKX2-3	AC006115.3	1.0
NKX3-1	AC006115.3	1.0
NKX6-1	AC006115.3	1.0
NR1I2	AC006115.3	1.0
NR1I3	AC006115.3	1.0
NR2E1	AC006115.3	1.0
NR2E3	AC006115.3	1.0
ONECUT2	AC006115.3	1.0
PAX4	AC006115.3	1.0
PITX2	AC006115.3	1.0
PKNOX1	AC006115.3	1.0
PKNOX2	AC006115.3	1.0
POU5F1B	AC006115.3	1.0
POU6F1	AC006115.3	1.0
PRKRIR	AC006115.3	1.0
REST	AC006115.3	1.0
RFX1	AC006115.3	1.0
RREB1	AC006115.3	1.0
SIX5	AC006115.3	1.0
SMAD1	AC006115.3	1.0
SMARCC2	AC006115.3	1.0
SOX17	AC006115.3	1.0
SOX4	AC006115.3	1.0
SOX7	AC006115.3	1.0
SP1	AC006115.3	1.0
SP3	AC006115.3	1.0
SPI1	AC006115.3	1.0
SPIB	AC006115.3	1.0
STAT2	AC006115.3	1.0
STAT4	AC006115.3	1.0
TBPL2	AC006115.3	1.0
TCF7L1	AC006115.3	1.0
TCF7L2	AC006115.3	1.0
TEAD1	AC006115.3	1.0
TEAD3	AC006115.3	1.0
TFDP1	AC006115.3	1.0
TGIF1	AC006115.3	1.0
TGIF2	AC006115.3	1.0
TGIF2LX	AC006115.3	1.0
ZNF148	AC006115.3	1.0
ZNF281	AC006115.3	1.0
AIRE	AC006116.13	1.0
ARID3A	AC006116.13	1.0
BCL11A	AC006116.13	1.0
CDX2	AC006116.13	1.0
EHF	AC006116.13	1.0
ELF3	AC006116.13	1.0
EMX1	AC006116.13	1.0
EMX2	AC006116.13	1.0
ETV5	AC006116.13	1.0
FEV	AC006116.13	1.0
FOXF1	AC006116.13	1.0
GATA3	AC006116.13	1.0
HNF1A	AC006116.13	1.0
HNF1B	AC006116.13	1.0
ISX	AC006116.13	1.0
MSX1	AC006116.13	1.0
MSX2	AC006116.13	1.0
ONECUT3	AC006116.13	1.0
POU2F3	AC006116.13	1.0
POU3F1	AC006116.13	1.0
POU3F4	AC006116.13	1.0
PRRX1	AC006116.13	1.0
SOX2	AC006116.13	1.0
SOX21	AC006116.13	1.0
SOX4	AC006116.13	1.0
SRY	AC006116.13	1.0
STAT6	AC006116.13	1.0
VENTX	AC006116.13	1.0
VSX1	AC006116.13	1.0
VSX2	AC006116.13	1.0
ZEB1	AC006116.13	1.0
ZNF274	AC006116.13	1.0
ZNF75A	AC006116.13	1.0
CTCFL	AC006116.15	1.0
DMRT2	AC006116.15	1.0
DUX4	AC006116.15	1.0
FEV	AC006116.15	1.0
FOXP3	AC006116.15	1.0
HNF1A	AC006116.15	1.0
HOXC6	AC006116.15	1.0
HSF2	AC006116.15	1.0
HSF4	AC006116.15	1.0
STAT2	AC006116.15	1.0
TBP	AC006116.15	1.0
TERF2	AC006116.15	1.0
VDR	AC006116.15	1.0
ZSCAN4	AC006116.15	1.0
ARID2	AC006116.17	1.0
ARID5B	AC006116.17	1.0
ATF1	AC006116.17	1.0
ATF2	AC006116.17	1.0
ATF7	AC006116.17	1.0
CREB3	AC006116.17	1.0
CREB5	AC006116.17	1.0
CREM	AC006116.17	1.0
HAND2	AC006116.17	1.0
HEY2	AC006116.17	1.0
HNF4A	AC006116.17	1.0
JDP2	AC006116.17	1.0
JUN	AC006116.17	1.0
JUND	AC006116.17	1.0
KLF15	AC006116.17	1.0
MXI1	AC006116.17	1.0
NR1H2	AC006116.17	1.0
NR2C1	AC006116.17	1.0
NR2C2	AC006116.17	1.0
NR2F1	AC006116.17	1.0
NR4A1	AC006116.17	1.0
PAX2	AC006116.17	1.0
PAX4	AC006116.17	1.0
PPARD	AC006116.17	1.0
PRDM1	AC006116.17	1.0
RARG	AC006116.17	1.0
RFX1	AC006116.17	1.0
RFX5	AC006116.17	1.0
RREB1	AC006116.17	1.0
RXRA	AC006116.17	1.0
RXRB	AC006116.17	1.0
RXRG	AC006116.17	1.0
SMARCC2	AC006116.17	1.0
SP1	AC006116.17	1.0
STAT2	AC006116.17	1.0
ZNF384	AC006116.17	1.0
ZNF683	AC006116.17	1.0
ARID3A	AC006116.20	1.0
ATF3	AC006116.20	1.0
ATF5	AC006116.20	1.0
BACH2	AC006116.20	1.0
BARX1	AC006116.20	1.0
BCL11A	AC006116.20	1.0
BCL6	AC006116.20	1.0
BPTF	AC006116.20	1.0
CDX2	AC006116.20	1.0
CTCF	AC006116.20	1.0
E2F6	AC006116.20	1.0
E2F8	AC006116.20	1.0
ELF3	AC006116.20	1.0
ESRRA	AC006116.20	1.0
ESRRG	AC006116.20	1.0
ETS2	AC006116.20	1.0
FEV	AC006116.20	1.0
FOS	AC006116.20	1.0
FOSL1	AC006116.20	1.0
FOSL2	AC006116.20	1.0
FOXA2	AC006116.20	1.0
FOXA3	AC006116.20	1.0
FOXD2	AC006116.20	1.0
FOXD3	AC006116.20	1.0
FOXF1	AC006116.20	1.0
FOXG1	AC006116.20	1.0
FOXH1	AC006116.20	1.0
FOXJ2	AC006116.20	1.0
FOXJ3	AC006116.20	1.0
FOXM1	AC006116.20	1.0
FOXP1	AC006116.20	1.0
FOXP4	AC006116.20	1.0
FUBP1	AC006116.20	1.0
GFI1B	AC006116.20	1.0
HAND1	AC006116.20	1.0
HESX1	AC006116.20	1.0
HMG20B	AC006116.20	1.0
HOXA1	AC006116.20	1.0
HOXB1	AC006116.20	1.0
HOXB6	AC006116.20	1.0
HOXB7	AC006116.20	1.0
HOXB8	AC006116.20	1.0
HOXC6	AC006116.20	1.0
HOXD9	AC006116.20	1.0
HSF1	AC006116.20	1.0
HSF2	AC006116.20	1.0
IKZF1	AC006116.20	1.0
IRF1	AC006116.20	1.0
IRF3	AC006116.20	1.0
IRF5	AC006116.20	1.0
JUNB	AC006116.20	1.0
KLF13	AC006116.20	1.0
KLF14	AC006116.20	1.0
KLF15	AC006116.20	1.0
KLF16	AC006116.20	1.0
LHX6	AC006116.20	1.0
LMO2	AC006116.20	1.0
MAFG	AC006116.20	1.0
MAFK	AC006116.20	1.0
MAZ	AC006116.20	1.0
MSX1	AC006116.20	1.0
MSX2	AC006116.20	1.0
MYOD1	AC006116.20	1.0
MYOG	AC006116.20	1.0
NFATC3	AC006116.20	1.0
NFIA	AC006116.20	1.0
NFIB	AC006116.20	1.0
NFIX	AC006116.20	1.0
NKX3-1	AC006116.20	1.0
NKX6-1	AC006116.20	1.0
NR0B1	AC006116.20	1.0
NR1D1	AC006116.20	1.0
NRL	AC006116.20	1.0
ONECUT2	AC006116.20	1.0
PAX4	AC006116.20	1.0
PITX1	AC006116.20	1.0
POU3F3	AC006116.20	1.0
POU4F3	AC006116.20	1.0
POU5F1	AC006116.20	1.0
POU6F1	AC006116.20	1.0
PRDM1	AC006116.20	1.0
RFX2	AC006116.20	1.0
RFX3	AC006116.20	1.0
RORA	AC006116.20	1.0
RREB1	AC006116.20	1.0
SMAD1	AC006116.20	1.0
SMAD4	AC006116.20	1.0
SMARCC1	AC006116.20	1.0
SOX12	AC006116.20	1.0
SOX3	AC006116.20	1.0
SOX30	AC006116.20	1.0
SP8	AC006116.20	1.0
SRF	AC006116.20	1.0
STAT2	AC006116.20	1.0
STAT6	AC006116.20	1.0
TAL1	AC006116.20	1.0
TBX19	AC006116.20	1.0
TBX2	AC006116.20	1.0
TBX3	AC006116.20	1.0
TCF3	AC006116.20	1.0
TCF7	AC006116.20	1.0
TFDP1	AC006116.20	1.0
THRA	AC006116.20	1.0
TLX2	AC006116.20	1.0
TOPORS	AC006116.20	1.0
VSX1	AC006116.20	1.0
ZBTB4	AC006116.20	1.0
ZEB1	AC006116.20	1.0
ZNF263	AC006116.20	1.0
ZNF35	AC006116.20	1.0
ZNF683	AC006116.20	1.0
ZNF713	AC006116.20	1.0
ZNF784	AC006116.20	1.0
AR	AC006116.21	1.0
ARID3A	AC006116.21	1.0
ATF5	AC006116.21	1.0
BPTF	AC006116.21	1.0
CEBPA	AC006116.21	1.0
CEBPZ	AC006116.21	1.0
CPEB1	AC006116.21	1.0
DMRT2	AC006116.21	1.0
DMRTC2	AC006116.21	1.0
EN2	AC006116.21	1.0
ESX1	AC006116.21	1.0
FOXA3	AC006116.21	1.0
FOXD3	AC006116.21	1.0
FOXF1	AC006116.21	1.0
FOXF2	AC006116.21	1.0
FOXJ2	AC006116.21	1.0
FOXL1	AC006116.21	1.0
FOXM1	AC006116.21	1.0
FOXP1	AC006116.21	1.0
FOXP4	AC006116.21	1.0
FOXQ1	AC006116.21	1.0
FUBP1	AC006116.21	1.0
GATA2	AC006116.21	1.0
GBX1	AC006116.21	1.0
HAND1	AC006116.21	1.0
HMX1	AC006116.21	1.0
HMX2	AC006116.21	1.0
HMX3	AC006116.21	1.0
HOXB5	AC006116.21	1.0
HOXB6	AC006116.21	1.0
HOXD10	AC006116.21	1.0
HOXD9	AC006116.21	1.0
IRF3	AC006116.21	1.0
IRF5	AC006116.21	1.0
IRF9	AC006116.21	1.0
LEF1	AC006116.21	1.0
MAZ	AC006116.21	1.0
MEF2B	AC006116.21	1.0
MEF2C	AC006116.21	1.0
MEF2D	AC006116.21	1.0
NFATC1	AC006116.21	1.0
NFYA	AC006116.21	1.0
NFYB	AC006116.21	1.0
NFYC	AC006116.21	1.0
NOBOX	AC006116.21	1.0
NR3C1	AC006116.21	1.0
NR3C2	AC006116.21	1.0
NRF1	AC006116.21	1.0
PAX4	AC006116.21	1.0
PBX1	AC006116.21	1.0
PBX3	AC006116.21	1.0
POU5F1	AC006116.21	1.0
POU5F1B	AC006116.21	1.0
RAX	AC006116.21	1.0
REST	AC006116.21	1.0
SOX21	AC006116.21	1.0
SP1	AC006116.21	1.0
SPZ1	AC006116.21	1.0
STAT2	AC006116.21	1.0
STAT4	AC006116.21	1.0
TCF7	AC006116.21	1.0
TFAP4	AC006116.21	1.0
TOPORS	AC006116.21	1.0
VENTX	AC006116.21	1.0
VSX1	AC006116.21	1.0
ZNF148	AC006116.21	1.0
ZNF281	AC006116.21	1.0
ZNF35	AC006116.21	1.0
ZNF589	AC006116.21	1.0
AIRE	AC006116.22	1.0
ARID3A	AC006116.22	1.0
BARX2	AC006116.22	1.0
BCL11A	AC006116.22	1.0
BCL6	AC006116.22	1.0
BPTF	AC006116.22	1.0
CDC5L	AC006116.22	1.0
CPEB1	AC006116.22	1.0
FOXA1	AC006116.22	1.0
FOXP1	AC006116.22	1.0
FOXP4	AC006116.22	1.0
GSC	AC006116.22	1.0
GSC2	AC006116.22	1.0
HMG20B	AC006116.22	1.0
HMX2	AC006116.22	1.0
MAZ	AC006116.22	1.0
MEF2C	AC006116.22	1.0
ONECUT3	AC006116.22	1.0
PAX4	AC006116.22	1.0
PITX2	AC006116.22	1.0
POU2F1	AC006116.22	1.0
POU2F2	AC006116.22	1.0
POU2F3	AC006116.22	1.0
POU3F1	AC006116.22	1.0
POU3F2	AC006116.22	1.0
POU3F3	AC006116.22	1.0
POU3F4	AC006116.22	1.0
SIX5	AC006116.22	1.0
SPI1	AC006116.22	1.0
SPIB	AC006116.22	1.0
SPIC	AC006116.22	1.0
STAT2	AC006116.22	1.0
TEAD4	AC006116.22	1.0
TOPORS	AC006116.22	1.0
ZNF263	AC006116.22	1.0
ARID3A	AC006126.4	1.0
BPTF	AC006126.4	1.0
E2F6	AC006126.4	1.0
FOXC2	AC006126.4	1.0
FOXP1	AC006126.4	1.0
IRF5	AC006126.4	1.0
MAZ	AC006126.4	1.0
NHLH1	AC006126.4	1.0
WT1	AC006126.4	1.0
ZNF148	AC006126.4	1.0
ZNF274	AC006126.4	1.0
ZNF281	AC006126.4	1.0
ARID3A	AC006129.1	1.0
BCL11A	AC006129.1	1.0
EOMES	AC006129.1	1.0
FERD3L	AC006129.1	1.0
FEV	AC006129.1	1.0
FOXK1	AC006129.1	1.0
FOXL1	AC006129.1	1.0
FUBP1	AC006129.1	1.0
GATA2	AC006129.1	1.0
GATA3	AC006129.1	1.0
GFI1	AC006129.1	1.0
HMGA2	AC006129.1	1.0
HSF4	AC006129.1	1.0
IRF5	AC006129.1	1.0
LEF1	AC006129.1	1.0
MAFB	AC006129.1	1.0
MYB	AC006129.1	1.0
RUNX1	AC006129.1	1.0
SOX2	AC006129.1	1.0
SOX21	AC006129.1	1.0
SOX4	AC006129.1	1.0
SOX7	AC006129.1	1.0
SRY	AC006129.1	1.0
ALX1	AC006129.2	1.0
ARID3A	AC006129.2	1.0
BPTF	AC006129.2	1.0
CPEB1	AC006129.2	1.0
FEZF1	AC006129.2	1.0
FOXA2	AC006129.2	1.0
FOXA3	AC006129.2	1.0
FOXB1	AC006129.2	1.0
FOXD3	AC006129.2	1.0
FOXF1	AC006129.2	1.0
FOXG1	AC006129.2	1.0
FOXJ2	AC006129.2	1.0
FOXJ3	AC006129.2	1.0
FOXM1	AC006129.2	1.0
FOXP1	AC006129.2	1.0
FOXP4	AC006129.2	1.0
FUBP1	AC006129.2	1.0
HESX1	AC006129.2	1.0
HMG20B	AC006129.2	1.0
IRF5	AC006129.2	1.0
LHX9	AC006129.2	1.0
MEOX2	AC006129.2	1.0
MYOD1	AC006129.2	1.0
NR2E3	AC006129.2	1.0
ONECUT1	AC006129.2	1.0
ONECUT3	AC006129.2	1.0
PAX4	AC006129.2	1.0
RREB1	AC006129.2	1.0
SOX2	AC006129.2	1.0
SOX21	AC006129.2	1.0
SOX4	AC006129.2	1.0
SOX7	AC006129.2	1.0
SRY	AC006129.2	1.0
STAT4	AC006129.2	1.0
STAT6	AC006129.2	1.0
TAL1	AC006129.2	1.0
ZFHX3	AC006129.2	1.0
ZSCAN16	AC006129.2	1.0
ARID3A	AC006129.4	1.0
BCL11A	AC006129.4	1.0
BHLHE22	AC006129.4	1.0
BHLHE23	AC006129.4	1.0
BPTF	AC006129.4	1.0
CDC5L	AC006129.4	1.0
CEBPZ	AC006129.4	1.0
FEV	AC006129.4	1.0
FEZF1	AC006129.4	1.0
FOSB	AC006129.4	1.0
FOXA1	AC006129.4	1.0
FOXC1	AC006129.4	1.0
FOXG1	AC006129.4	1.0
FOXI1	AC006129.4	1.0
FOXL1	AC006129.4	1.0
FOXM1	AC006129.4	1.0
FUBP1	AC006129.4	1.0
GFI1	AC006129.4	1.0
HHEX	AC006129.4	1.0
HOXA5	AC006129.4	1.0
HOXC6	AC006129.4	1.0
HOXD9	AC006129.4	1.0
IRF1	AC006129.4	1.0
IRF4	AC006129.4	1.0
IRF7	AC006129.4	1.0
IRF8	AC006129.4	1.0
IRF9	AC006129.4	1.0
KLF5	AC006129.4	1.0
MEF2B	AC006129.4	1.0
MEF2C	AC006129.4	1.0
MEF2D	AC006129.4	1.0
MGA	AC006129.4	1.0
NFAT5	AC006129.4	1.0
NFATC4	AC006129.4	1.0
NR2E1	AC006129.4	1.0
OLIG1	AC006129.4	1.0
OLIG2	AC006129.4	1.0
OLIG3	AC006129.4	1.0
ONECUT2	AC006129.4	1.0
ONECUT3	AC006129.4	1.0
PITX2	AC006129.4	1.0
POU2F1	AC006129.4	1.0
POU2F3	AC006129.4	1.0
POU3F1	AC006129.4	1.0
POU3F4	AC006129.4	1.0
POU4F1	AC006129.4	1.0
POU4F3	AC006129.4	1.0
POU6F1	AC006129.4	1.0
SOX2	AC006129.4	1.0
STAT2	AC006129.4	1.0
TAL1	AC006129.4	1.0
TBX3	AC006129.4	1.0
ETS2	AC006130.3	1.0
JUND	AC006130.3	1.0
KLF14	AC006130.3	1.0
MYC	AC006130.3	1.0
NRF1	AC006130.3	1.0
POU3F2	AC006130.3	1.0
RELA	AC006130.3	1.0
RREB1	AC006130.3	1.0
SMARCC2	AC006130.3	1.0
SPDEF	AC006130.3	1.0
STAT5A	AC006130.3	1.0
ZNF143	AC006130.3	1.0
ZNF263	AC006130.3	1.0
ARID3A	AC006153.3	1.0
ATF4	AC006153.3	1.0
DDIT3	AC006153.3	1.0
FOXA2	AC006153.3	1.0
FOXC2	AC006153.3	1.0
FOXJ2	AC006153.3	1.0
FOXJ3	AC006153.3	1.0
FOXP4	AC006153.3	1.0
FUBP1	AC006153.3	1.0
GFI1	AC006153.3	1.0
HBP1	AC006153.3	1.0
HLF	AC006153.3	1.0
JUN	AC006153.3	1.0
MAFA	AC006153.3	1.0
MEF2A	AC006153.3	1.0
MEF2C	AC006153.3	1.0
NFATC2	AC006153.3	1.0
NFATC3	AC006153.3	1.0
NR1H4	AC006153.3	1.0
ONECUT2	AC006153.3	1.0
TBPL2	AC006153.3	1.0
ZNF35	AC006153.3	1.0
ZNF784	AC006153.3	1.0
AIRE	AC006227.1	1.0
ALX1	AC006227.1	1.0
ARID3A	AC006227.1	1.0
BCL11A	AC006227.1	1.0
CDC5L	AC006227.1	1.0
CPEB1	AC006227.1	1.0
DLX2	AC006227.1	1.0
DLX5	AC006227.1	1.0
E2F7	AC006227.1	1.0
FOXA1	AC006227.1	1.0
FOXA3	AC006227.1	1.0
FOXB1	AC006227.1	1.0
FOXD2	AC006227.1	1.0
FOXL1	AC006227.1	1.0
FOXP2	AC006227.1	1.0
HMG20B	AC006227.1	1.0
HOXC6	AC006227.1	1.0
LIN54	AC006227.1	1.0
NFATC2	AC006227.1	1.0
NFATC3	AC006227.1	1.0
NFATC4	AC006227.1	1.0
NOBOX	AC006227.1	1.0
NR1D1	AC006227.1	1.0
NR2F2	AC006227.1	1.0
NR2F6	AC006227.1	1.0
ONECUT2	AC006227.1	1.0
PAX4	AC006227.1	1.0
PDX1	AC006227.1	1.0
PITX2	AC006227.1	1.0
RARA	AC006227.1	1.0
RARB	AC006227.1	1.0
RARG	AC006227.1	1.0
SOX14	AC006227.1	1.0
SOX18	AC006227.1	1.0
SOX5	AC006227.1	1.0
STAT4	AC006227.1	1.0
STAT5A	AC006227.1	1.0
TBP	AC006227.1	1.0
TBPL2	AC006227.1	1.0
TBX4	AC006227.1	1.0
TOPORS	AC006227.1	1.0
ZFHX3	AC006227.1	1.0
ZNF232	AC006227.1	1.0
ZNF32	AC006227.1	1.0
ATF5	AC006262.10	1.0
CPEB1	AC006262.10	1.0
MESP1	AC006262.10	1.0
MXI1	AC006262.10	1.0
NHLH1	AC006262.10	1.0
NHLH2	AC006262.10	1.0
PPARA	AC006262.10	1.0
PROX1	AC006262.10	1.0
PTF1A	AC006262.10	1.0
PURA	AC006262.10	1.0
RREB1	AC006262.10	1.0
ZNF143	AC006262.10	1.0
ZNF281	AC006262.10	1.0
ARID3A	AC006262.4	1.0
BARX2	AC006262.4	1.0
CBFB	AC006262.4	1.0
CUX1	AC006262.4	1.0
E2F7	AC006262.4	1.0
E2F8	AC006262.4	1.0
EOMES	AC006262.4	1.0
FOXA2	AC006262.4	1.0
FOXA3	AC006262.4	1.0
FOXB1	AC006262.4	1.0
FOXD3	AC006262.4	1.0
FOXF1	AC006262.4	1.0
FOXJ2	AC006262.4	1.0
FOXL1	AC006262.4	1.0
FOXM1	AC006262.4	1.0
FOXP1	AC006262.4	1.0
FUBP1	AC006262.4	1.0
HLTF	AC006262.4	1.0
HNF1B	AC006262.4	1.0
HOXC6	AC006262.4	1.0
KLF2	AC006262.4	1.0
MAFK	AC006262.4	1.0
MEIS2	AC006262.4	1.0
MITF	AC006262.4	1.0
MSX1	AC006262.4	1.0
NFE2	AC006262.4	1.0
NR1I2	AC006262.4	1.0
NR2F6	AC006262.4	1.0
ONECUT2	AC006262.4	1.0
ONECUT3	AC006262.4	1.0
PAX4	AC006262.4	1.0
PBX2	AC006262.4	1.0
POU4F1	AC006262.4	1.0
POU4F3	AC006262.4	1.0
RARB	AC006262.4	1.0
RORC	AC006262.4	1.0
RREB1	AC006262.4	1.0
SP4	AC006262.4	1.0
STAT4	AC006262.4	1.0
TBPL2	AC006262.4	1.0
TCF7L1	AC006262.4	1.0
TEAD3	AC006262.4	1.0
TFE3	AC006262.4	1.0
THAP1	AC006262.4	1.0
ZBTB18	AC006262.4	1.0
ZBTB4	AC006262.4	1.0
ZNF32	AC006262.4	1.0
ZNF35	AC006262.4	1.0
ZNF75A	AC006262.4	1.0
CIC	AC006262.5	1.0
FOXD3	AC006262.5	1.0
FOXF1	AC006262.5	1.0
FOXQ1	AC006262.5	1.0
GATA2	AC006262.5	1.0
HOXC6	AC006262.5	1.0
KLF1	AC006262.5	1.0
NFATC2	AC006262.5	1.0
NFATC3	AC006262.5	1.0
NFATC4	AC006262.5	1.0
PAX4	AC006262.5	1.0
PBX1	AC006262.5	1.0
ARID3A	AC006262.6	1.0
ATF4	AC006262.6	1.0
BACH1	AC006262.6	1.0
BCL6B	AC006262.6	1.0
CREB3L1	AC006262.6	1.0
CREB3L2	AC006262.6	1.0
CUX1	AC006262.6	1.0
CUX2	AC006262.6	1.0
DMRT2	AC006262.6	1.0
FOXK1	AC006262.6	1.0
FOXM1	AC006262.6	1.0
FOXP3	AC006262.6	1.0
GATA1	AC006262.6	1.0
GATA2	AC006262.6	1.0
HNF1A	AC006262.6	1.0
HNF4A	AC006262.6	1.0
HOXD4	AC006262.6	1.0
HOXD9	AC006262.6	1.0
HSF2	AC006262.6	1.0
HSF4	AC006262.6	1.0
IRF1	AC006262.6	1.0
IRF2	AC006262.6	1.0
IRF3	AC006262.6	1.0
KLF1	AC006262.6	1.0
KLF4	AC006262.6	1.0
KLF5	AC006262.6	1.0
KLF8	AC006262.6	1.0
LIN54	AC006262.6	1.0
MAZ	AC006262.6	1.0
MEF2B	AC006262.6	1.0
MEF2C	AC006262.6	1.0
MEF2D	AC006262.6	1.0
MEIS1	AC006262.6	1.0
MIXL1	AC006262.6	1.0
NKX2-3	AC006262.6	1.0
NR1H4	AC006262.6	1.0
NR4A2	AC006262.6	1.0
PITX1	AC006262.6	1.0
POU3F2	AC006262.6	1.0
POU5F1	AC006262.6	1.0
PPARA	AC006262.6	1.0
PRDM1	AC006262.6	1.0
RUNX1	AC006262.6	1.0
STAT2	AC006262.6	1.0
STAT4	AC006262.6	1.0
TBPL2	AC006262.6	1.0
TCF7	AC006262.6	1.0
TCF7L1	AC006262.6	1.0
TP53	AC006262.6	1.0
TP63	AC006262.6	1.0
TP73	AC006262.6	1.0
ZBTB47	AC006262.6	1.0
