0	1	2
CDX2	ABCB1	1.0
CPEB1	ABCB1	1.0
CREB3L1	ABCB1	1.0
CREB3L2	ABCB1	1.0
DLX3	ABCB1	1.0
DMRT2	ABCB1	1.0
DMRT3	ABCB1	1.0
DMRTA2	ABCB1	1.0
DMRTC2	ABCB1	1.0
DRGX	ABCB1	1.0
E2F4	ABCB1	1.0
EMX1	ABCB1	1.0
EMX2	ABCB1	1.0
ETV2	ABCB1	1.0
FOSB	ABCB1	1.0
FOSL1	ABCB1	1.0
FOXA1	ABCB1	1.0
FOXA2	ABCB1	1.0
FOXA3	ABCB1	1.0
FOXC1	ABCB1	1.0
FOXD2	ABCB1	1.0
FOXD3	ABCB1	1.0
FOXF1	ABCB1	1.0
FOXF2	ABCB1	1.0
FOXG1	ABCB1	1.0
FOXI1	ABCB1	1.0
FOXJ2	ABCB1	1.0
FOXJ3	ABCB1	1.0
FOXL1	ABCB1	1.0
FOXM1	ABCB1	1.0
FOXP1	ABCB1	1.0
FOXP2	ABCB1	1.0
FOXP3	ABCB1	1.0
FOXP4	ABCB1	1.0
FOXQ1	ABCB1	1.0
FUBP1	ABCB1	1.0
GATA3	ABCB1	1.0
GATA4	ABCB1	1.0
GATA5	ABCB1	1.0
GFI1	ABCB1	1.0
HESX1	ABCB1	1.0
HLTF	ABCB1	1.0
HMG20B	ABCB1	1.0
HMX1	ABCB1	1.0
HNF1B	ABCB1	1.0
HNF4G	ABCB1	1.0
HOXA1	ABCB1	1.0
HOXA5	ABCB1	1.0
HOXA7	ABCB1	1.0
HOXA9	ABCB1	1.0
HOXB7	ABCB1	1.0
HOXB8	ABCB1	1.0
HOXC10	ABCB1	1.0
HOXC8	ABCB1	1.0
HOXD8	ABCB1	1.0
HOXD9	ABCB1	1.0
IRF1	ABCB1	1.0
IRF2	ABCB1	1.0
IRF4	ABCB1	1.0
IRF5	ABCB1	1.0
IRF7	ABCB1	1.0
IRF8	ABCB1	1.0
IRX1	ABCB1	1.0
LHX1	ABCB1	1.0
LHX2	ABCB1	1.0
LHX3	ABCB1	1.0
LHX9	ABCB1	1.0
LIN54	ABCB1	1.0
MAFG	ABCB1	1.0
MECOM	ABCB1	1.0
MEF2A	ABCB1	1.0
MEF2C	ABCB1	1.0
MIXL1	ABCB1	1.0
MSX1	ABCB1	1.0
MSX2	ABCB1	1.0
NFAT5	ABCB1	1.0
NFATC1	ABCB1	1.0
NFATC4	ABCB1	1.0
NHLH2	ABCB1	1.0
NKX1-2	ABCB1	1.0
NKX3-1	ABCB1	1.0
NKX6-1	ABCB1	1.0
NR2E1	ABCB1	1.0
NR2E3	ABCB1	1.0
NR4A1	ABCB1	1.0
NR4A2	ABCB1	1.0
NR6A1	ABCB1	1.0
NRL	ABCB1	1.0
ONECUT2	ABCB1	1.0
ONECUT3	ABCB1	1.0
PATZ1	ABCB1	1.0
PAX4	ABCB1	1.0
PDX1	ABCB1	1.0
PGR	ABCB1	1.0
PHOX2A	ABCB1	1.0
PHOX2B	ABCB1	1.0
POU1F1	ABCB1	1.0
POU2F1	ABCB1	1.0
POU3F1	ABCB1	1.0
POU3F2	ABCB1	1.0
POU3F3	ABCB1	1.0
POU4F1	ABCB1	1.0
POU4F2	ABCB1	1.0
POU4F3	ABCB1	1.0
POU5F1	ABCB1	1.0
POU5F1B	ABCB1	1.0
PPARD	ABCB1	1.0
PROP1	ABCB1	1.0
PROX1	ABCB1	1.0
PRRX1	ABCB1	1.0
RARA	ABCB1	1.0
RARB	ABCB1	1.0
RBPJ	ABCB1	1.0
REL	ABCB1	1.0
RELB	ABCB1	1.0
RORC	ABCB1	1.0
SIX5	ABCB1	1.0
SMARCC1	ABCB1	1.0
SOX12	ABCB1	1.0
SOX14	ABCB1	1.0
SOX17	ABCB1	1.0
SOX18	ABCB1	1.0
SOX3	ABCB1	1.0
SOX30	ABCB1	1.0
SOX5	ABCB1	1.0
SOX7	ABCB1	1.0
SPZ1	ABCB1	1.0
SREBF1	ABCB1	1.0
STAT2	ABCB1	1.0
T	ABCB1	1.0
TBP	ABCB1	1.0
TBPL2	ABCB1	1.0
TBX15	ABCB1	1.0
TBX20	ABCB1	1.0
TEAD1	ABCB1	1.0
TEAD3	ABCB1	1.0
TEAD4	ABCB1	1.0
UNCX	ABCB1	1.0
VTN	ABCB1	1.0
XBP1	ABCB1	1.0
ZBTB18	ABCB1	1.0
ZBTB3	ABCB1	1.0
ZBTB6	ABCB1	1.0
ZFHX3	ABCB1	1.0
ZKSCAN1	ABCB1	1.0
ZNF143	ABCB1	1.0
ZNF263	ABCB1	1.0
ZNF333	ABCB1	1.0
ZNF35	ABCB1	1.0
ZNF350	ABCB1	1.0
ZNF384	ABCB1	1.0
ZNF683	ABCB1	1.0
ZNF75A	ABCB1	1.0
ARID3A	ABCB10	1.0
BARX1	ABCB10	1.0
BCL6	ABCB10	1.0
BPTF	ABCB10	1.0
CDX1	ABCB10	1.0
CDX2	ABCB10	1.0
CPEB1	ABCB10	1.0
DDIT3	ABCB10	1.0
E2F6	ABCB10	1.0
FEV	ABCB10	1.0
FOXA1	ABCB10	1.0
FOXA2	ABCB10	1.0
FOXA3	ABCB10	1.0
FOXB1	ABCB10	1.0
FOXC1	ABCB10	1.0
FOXD2	ABCB10	1.0
FOXF1	ABCB10	1.0
FOXH1	ABCB10	1.0
FOXI1	ABCB10	1.0
FOXJ2	ABCB10	1.0
FOXL1	ABCB10	1.0
FOXM1	ABCB10	1.0
FOXP1	ABCB10	1.0
FOXP4	ABCB10	1.0
FUBP1	ABCB10	1.0
GFI1B	ABCB10	1.0
HAND1	ABCB10	1.0
HES1	ABCB10	1.0
HINFP	ABCB10	1.0
HOXA1	ABCB10	1.0
HOXB1	ABCB10	1.0
HOXD9	ABCB10	1.0
IRF5	ABCB10	1.0
IRX1	ABCB10	1.0
KLF15	ABCB10	1.0
LMO2	ABCB10	1.0
MECOM	ABCB10	1.0
MEF2A	ABCB10	1.0
MEF2B	ABCB10	1.0
MEF2C	ABCB10	1.0
MEF2D	ABCB10	1.0
MSX1	ABCB10	1.0
MSX2	ABCB10	1.0
MYB	ABCB10	1.0
NFAT5	ABCB10	1.0
NFATC2	ABCB10	1.0
NFATC3	ABCB10	1.0
NFATC4	ABCB10	1.0
ONECUT2	ABCB10	1.0
ONECUT3	ABCB10	1.0
PAX4	ABCB10	1.0
PITX2	ABCB10	1.0
PLAG1	ABCB10	1.0
POU3F2	ABCB10	1.0
POU4F1	ABCB10	1.0
SMAD4	ABCB10	1.0
SP1	ABCB10	1.0
SP3	ABCB10	1.0
STAT4	ABCB10	1.0
STAT6	ABCB10	1.0
TBX2	ABCB10	1.0
TCF4	ABCB10	1.0
TFAP2D	ABCB10	1.0
TOPORS	ABCB10	1.0
WT1	ABCB10	1.0
ZBTB3	ABCB10	1.0
ZBTB4	ABCB10	1.0
ZBTB7B	ABCB10	1.0
ZFX	ABCB10	1.0
ZNF148	ABCB10	1.0
ZNF263	ABCB10	1.0
ZNF32	ABCB10	1.0
ZNF35	ABCB10	1.0
ZNF384	ABCB10	1.0
ZNF713	ABCB10	1.0
ARID3A	ABCB11	1.0
BPTF	ABCB11	1.0
CDC5L	ABCB11	1.0
CDX2	ABCB11	1.0
CPEB1	ABCB11	1.0
DMRTA2	ABCB11	1.0
DMRTC2	ABCB11	1.0
EN1	ABCB11	1.0
ESRRG	ABCB11	1.0
FOXA1	ABCB11	1.0
FOXA2	ABCB11	1.0
FOXA3	ABCB11	1.0
FOXB1	ABCB11	1.0
FOXC1	ABCB11	1.0
FOXD2	ABCB11	1.0
FOXD3	ABCB11	1.0
FOXF1	ABCB11	1.0
FOXF2	ABCB11	1.0
FOXJ2	ABCB11	1.0
FOXJ3	ABCB11	1.0
FOXL1	ABCB11	1.0
FOXM1	ABCB11	1.0
FOXP1	ABCB11	1.0
FOXP4	ABCB11	1.0
FOXQ1	ABCB11	1.0
FUBP1	ABCB11	1.0
GATA3	ABCB11	1.0
GFI1	ABCB11	1.0
GSX2	ABCB11	1.0
HIVEP1	ABCB11	1.0
HMG20B	ABCB11	1.0
HNF1B	ABCB11	1.0
HOXB6	ABCB11	1.0
HOXB7	ABCB11	1.0
HOXB8	ABCB11	1.0
HOXC6	ABCB11	1.0
HOXD10	ABCB11	1.0
IRF9	ABCB11	1.0
IRX1	ABCB11	1.0
IRX2	ABCB11	1.0
IRX5	ABCB11	1.0
MAFK	ABCB11	1.0
MEF2C	ABCB11	1.0
NFATC2	ABCB11	1.0
NFE2	ABCB11	1.0
NFYC	ABCB11	1.0
NKX6-1	ABCB11	1.0
NR1I2	ABCB11	1.0
NR2C1	ABCB11	1.0
NR2E3	ABCB11	1.0
NR4A1	ABCB11	1.0
NRL	ABCB11	1.0
ONECUT1	ABCB11	1.0
PAX4	ABCB11	1.0
PAX8	ABCB11	1.0
PBX2	ABCB11	1.0
PITX1	ABCB11	1.0
POU3F2	ABCB11	1.0
POU4F1	ABCB11	1.0
RELA	ABCB11	1.0
RELB	ABCB11	1.0
T	ABCB11	1.0
TBR1	ABCB11	1.0
TBX19	ABCB11	1.0
TEAD4	ABCB11	1.0
ZBTB18	ABCB11	1.0
ZBTB47	ABCB11	1.0
ZKSCAN3	ABCB11	1.0
ZNF35	ABCB11	1.0
ALX3	ABCB4	1.0
ALX4	ABCB4	1.0
ARID3A	ABCB4	1.0
ARX	ABCB4	1.0
BACH1	ABCB4	1.0
BARHL2	ABCB4	1.0
BARX1	ABCB4	1.0
BARX2	ABCB4	1.0
BATF	ABCB4	1.0
BCL11A	ABCB4	1.0
BCL6	ABCB4	1.0
BCL6B	ABCB4	1.0
BPTF	ABCB4	1.0
CPEB1	ABCB4	1.0
DBP	ABCB4	1.0
DLX1	ABCB4	1.0
DLX2	ABCB4	1.0
DLX5	ABCB4	1.0
DMRT2	ABCB4	1.0
DRGX	ABCB4	1.0
ESR2	ABCB4	1.0
FEZF1	ABCB4	1.0
FOS	ABCB4	1.0
FOXA1	ABCB4	1.0
FOXA2	ABCB4	1.0
FOXA3	ABCB4	1.0
FOXB1	ABCB4	1.0
FOXC1	ABCB4	1.0
FOXC2	ABCB4	1.0
FOXD2	ABCB4	1.0
FOXD3	ABCB4	1.0
FOXF1	ABCB4	1.0
FOXG1	ABCB4	1.0
FOXJ2	ABCB4	1.0
FOXL1	ABCB4	1.0
FOXM1	ABCB4	1.0
FOXO1	ABCB4	1.0
FOXO4	ABCB4	1.0
FOXO6	ABCB4	1.0
FOXP1	ABCB4	1.0
FOXP2	ABCB4	1.0
FOXP4	ABCB4	1.0
GATA3	ABCB4	1.0
GBX2	ABCB4	1.0
GFI1	ABCB4	1.0
GRHL1	ABCB4	1.0
HES1	ABCB4	1.0
HHEX	ABCB4	1.0
HLF	ABCB4	1.0
HMBOX1	ABCB4	1.0
HMX1	ABCB4	1.0
HMX2	ABCB4	1.0
HMX3	ABCB4	1.0
HNF4A	ABCB4	1.0
HOXA13	ABCB4	1.0
HOXA5	ABCB4	1.0
HOXA9	ABCB4	1.0
HOXB6	ABCB4	1.0
HOXB8	ABCB4	1.0
HOXD10	ABCB4	1.0
HOXD4	ABCB4	1.0
IRF3	ABCB4	1.0
IRF5	ABCB4	1.0
IRX1	ABCB4	1.0
IRX2	ABCB4	1.0
IRX5	ABCB4	1.0
ISX	ABCB4	1.0
JUNB	ABCB4	1.0
KLF3	ABCB4	1.0
LBX2	ABCB4	1.0
LHX1	ABCB4	1.0
LHX3	ABCB4	1.0
MAZ	ABCB4	1.0
MEF2A	ABCB4	1.0
MEIS1	ABCB4	1.0
MIXL1	ABCB4	1.0
MSX1	ABCB4	1.0
MSX2	ABCB4	1.0
MYPOP	ABCB4	1.0
NFE2L1	ABCB4	1.0
NFIA	ABCB4	1.0
NFIB	ABCB4	1.0
NKX1-2	ABCB4	1.0
NKX6-1	ABCB4	1.0
NR0B1	ABCB4	1.0
NR1H2	ABCB4	1.0
NR1I2	ABCB4	1.0
NR1I3	ABCB4	1.0
NR2C2	ABCB4	1.0
NR2E1	ABCB4	1.0
NR2F1	ABCB4	1.0
NR4A1	ABCB4	1.0
NR4A2	ABCB4	1.0
NR4A3	ABCB4	1.0
NR5A1	ABCB4	1.0
NR5A2	ABCB4	1.0
ONECUT2	ABCB4	1.0
ONECUT3	ABCB4	1.0
PAX4	ABCB4	1.0
PBX2	ABCB4	1.0
PBX3	ABCB4	1.0
PHOX2A	ABCB4	1.0
PHOX2B	ABCB4	1.0
POU3F3	ABCB4	1.0
POU4F1	ABCB4	1.0
POU4F2	ABCB4	1.0
POU4F3	ABCB4	1.0
PPARA	ABCB4	1.0
PPARD	ABCB4	1.0
PROP1	ABCB4	1.0
PRRX1	ABCB4	1.0
PTF1A	ABCB4	1.0
PURA	ABCB4	1.0
RARB	ABCB4	1.0
RAX	ABCB4	1.0
REST	ABCB4	1.0
RFX1	ABCB4	1.0
RFX4	ABCB4	1.0
RXRA	ABCB4	1.0
RXRB	ABCB4	1.0
RXRG	ABCB4	1.0
SMAD4	ABCB4	1.0
SOX6	ABCB4	1.0
SP1	ABCB4	1.0
SP3	ABCB4	1.0
SPI1	ABCB4	1.0
SPIB	ABCB4	1.0
SPIC	ABCB4	1.0
STAT2	ABCB4	1.0
STAT4	ABCB4	1.0
TBPL2	ABCB4	1.0
TBR1	ABCB4	1.0
TBX19	ABCB4	1.0
TBX21	ABCB4	1.0
TCF12	ABCB4	1.0
TEAD1	ABCB4	1.0
TEF	ABCB4	1.0
UNCX	ABCB4	1.0
WT1	ABCB4	1.0
ZBTB7B	ABCB4	1.0
ZFX	ABCB4	1.0
ZNF148	ABCB4	1.0
ZNF263	ABCB4	1.0
ZNF281	ABCB4	1.0
ZNF32	ABCB4	1.0
ZNF35	ABCB4	1.0
ZNF683	ABCB4	1.0
ZNF75A	ABCB4	1.0
ALX1	ABCB5	1.0
ALX3	ABCB5	1.0
ALX4	ABCB5	1.0
ARID3A	ABCB5	1.0
ARX	ABCB5	1.0
ATF5	ABCB5	1.0
BARX1	ABCB5	1.0
BCL11A	ABCB5	1.0
CBFB	ABCB5	1.0
CPEB1	ABCB5	1.0
DBX2	ABCB5	1.0
DLX2	ABCB5	1.0
DLX5	ABCB5	1.0
DMRT2	ABCB5	1.0
DMRTC2	ABCB5	1.0
DRGX	ABCB5	1.0
E2F7	ABCB5	1.0
E2F8	ABCB5	1.0
EMX1	ABCB5	1.0
EMX2	ABCB5	1.0
EN2	ABCB5	1.0
FOXA1	ABCB5	1.0
FOXA2	ABCB5	1.0
FOXA3	ABCB5	1.0
FOXB1	ABCB5	1.0
FOXC1	ABCB5	1.0
FOXF1	ABCB5	1.0
FOXG1	ABCB5	1.0
FOXJ2	ABCB5	1.0
FOXL1	ABCB5	1.0
FOXM1	ABCB5	1.0
FOXP1	ABCB5	1.0
FOXP4	ABCB5	1.0
GATA2	ABCB5	1.0
GATA3	ABCB5	1.0
GATA4	ABCB5	1.0
GATA5	ABCB5	1.0
GSX2	ABCB5	1.0
HAND1	ABCB5	1.0
HESX1	ABCB5	1.0
HHEX	ABCB5	1.0
HLX	ABCB5	1.0
HMG20B	ABCB5	1.0
HMGA2	ABCB5	1.0
HOXA5	ABCB5	1.0
HOXB5	ABCB5	1.0
HOXB6	ABCB5	1.0
HOXB7	ABCB5	1.0
HOXC6	ABCB5	1.0
HOXD4	ABCB5	1.0
HOXD9	ABCB5	1.0
IRF2	ABCB5	1.0
IRF5	ABCB5	1.0
ISX	ABCB5	1.0
JDP2	ABCB5	1.0
JUN	ABCB5	1.0
LBX2	ABCB5	1.0
LEF1	ABCB5	1.0
LHX1	ABCB5	1.0
LHX2	ABCB5	1.0
LHX3	ABCB5	1.0
LHX9	ABCB5	1.0
LIN54	ABCB5	1.0
LMX1A	ABCB5	1.0
MAFA	ABCB5	1.0
MECOM	ABCB5	1.0
MEF2A	ABCB5	1.0
MEF2C	ABCB5	1.0
MEF2D	ABCB5	1.0
MYPOP	ABCB5	1.0
NFATC2	ABCB5	1.0
NFATC4	ABCB5	1.0
NKX1-2	ABCB5	1.0
NKX3-1	ABCB5	1.0
NKX6-1	ABCB5	1.0
NR2E1	ABCB5	1.0
NR2E3	ABCB5	1.0
NR2F2	ABCB5	1.0
NR2F6	ABCB5	1.0
ONECUT2	ABCB5	1.0
PAX7	ABCB5	1.0
PAX8	ABCB5	1.0
PHOX2A	ABCB5	1.0
PHOX2B	ABCB5	1.0
PITX1	ABCB5	1.0
PITX2	ABCB5	1.0
POU1F1	ABCB5	1.0
POU2F1	ABCB5	1.0
POU2F2	ABCB5	1.0
POU2F3	ABCB5	1.0
POU3F1	ABCB5	1.0
POU3F2	ABCB5	1.0
POU3F3	ABCB5	1.0
POU3F4	ABCB5	1.0
POU4F1	ABCB5	1.0
POU4F2	ABCB5	1.0
POU4F3	ABCB5	1.0
POU5F1B	ABCB5	1.0
POU6F1	ABCB5	1.0
PRKRIR	ABCB5	1.0
PROP1	ABCB5	1.0
PRRX1	ABCB5	1.0
RARB	ABCB5	1.0
RFX1	ABCB5	1.0
SCRT1	ABCB5	1.0
SCRT2	ABCB5	1.0
SOX10	ABCB5	1.0
SOX2	ABCB5	1.0
SOX21	ABCB5	1.0
SOX4	ABCB5	1.0
SOX8	ABCB5	1.0
SOX9	ABCB5	1.0
SRY	ABCB5	1.0
TBPL2	ABCB5	1.0
TLX3	ABCB5	1.0
UNCX	ABCB5	1.0
VSX1	ABCB5	1.0
VSX2	ABCB5	1.0
VTN	ABCB5	1.0
ZFHX2	ABCB5	1.0
ZFHX3	ABCB5	1.0
ZNF35	ABCB5	1.0
ZNF784	ABCB5	1.0
ZSCAN10	ABCB5	1.0
ARID3A	ABCB6	1.0
ARNT	ABCB6	1.0
ARNTL	ABCB6	1.0
ATF5	ABCB6	1.0
BACH1	ABCB6	1.0
BHLHE41	ABCB6	1.0
BPTF	ABCB6	1.0
CIC	ABCB6	1.0
CPEB1	ABCB6	1.0
DBX2	ABCB6	1.0
DDIT3	ABCB6	1.0
DMRTC2	ABCB6	1.0
E2F6	ABCB6	1.0
E2F7	ABCB6	1.0
ELK3	ABCB6	1.0
EP300	ABCB6	1.0
EPAS1	ABCB6	1.0
ETV5	ABCB6	1.0
FEV	ABCB6	1.0
FEZF1	ABCB6	1.0
FOXC2	ABCB6	1.0
FOXG1	ABCB6	1.0
FOXH1	ABCB6	1.0
FOXJ2	ABCB6	1.0
FOXP1	ABCB6	1.0
FOXP4	ABCB6	1.0
FUBP1	ABCB6	1.0
GFI1B	ABCB6	1.0
GLI1	ABCB6	1.0
GLI2	ABCB6	1.0
GLI3	ABCB6	1.0
GSC	ABCB6	1.0
HAND1	ABCB6	1.0
HIF1A	ABCB6	1.0
HLX	ABCB6	1.0
HMG20B	ABCB6	1.0
HNF1B	ABCB6	1.0
HNF4G	ABCB6	1.0
HOXB5	ABCB6	1.0
HOXB7	ABCB6	1.0
HOXB8	ABCB6	1.0
HOXD8	ABCB6	1.0
IRF5	ABCB6	1.0
LHX1	ABCB6	1.0
LHX3	ABCB6	1.0
LMX1A	ABCB6	1.0
MAFB	ABCB6	1.0
MAZ	ABCB6	1.0
MEOX2	ABCB6	1.0
MITF	ABCB6	1.0
MIXL1	ABCB6	1.0
MTF1	ABCB6	1.0
MYOG	ABCB6	1.0
NFATC1	ABCB6	1.0
NFE2	ABCB6	1.0
NFE2L2	ABCB6	1.0
NKX2-3	ABCB6	1.0
NKX6-1	ABCB6	1.0
NR4A3	ABCB6	1.0
NR5A1	ABCB6	1.0
NRL	ABCB6	1.0
PAX4	ABCB6	1.0
PITX2	ABCB6	1.0
PLAGL1	ABCB6	1.0
POU1F1	ABCB6	1.0
POU2F2	ABCB6	1.0
POU3F1	ABCB6	1.0
POU3F2	ABCB6	1.0
POU4F1	ABCB6	1.0
POU4F2	ABCB6	1.0
POU4F3	ABCB6	1.0
POU5F1	ABCB6	1.0
PPARD	ABCB6	1.0
PRDM4	ABCB6	1.0
PTF1A	ABCB6	1.0
PURA	ABCB6	1.0
REST	ABCB6	1.0
RFX5	ABCB6	1.0
RREB1	ABCB6	1.0
RUNX1	ABCB6	1.0
SMARCC1	ABCB6	1.0
SOX2	ABCB6	1.0
SP1	ABCB6	1.0
SP3	ABCB6	1.0
SP4	ABCB6	1.0
SRY	ABCB6	1.0
TBX2	ABCB6	1.0
TBX3	ABCB6	1.0
TBX4	ABCB6	1.0
TBX5	ABCB6	1.0
TEAD4	ABCB6	1.0
TFAP4	ABCB6	1.0
TFEB	ABCB6	1.0
THAP1	ABCB6	1.0
TLX3	ABCB6	1.0
TOPORS	ABCB6	1.0
USF1	ABCB6	1.0
USF2	ABCB6	1.0
VSX2	ABCB6	1.0
VTN	ABCB6	1.0
ZBTB18	ABCB6	1.0
ZEB1	ABCB6	1.0
ZFHX2	ABCB6	1.0
ZNF263	ABCB6	1.0
ZNF75A	ABCB6	1.0
ZSCAN16	ABCB6	1.0
ARID3A	ABCB8	1.0
BCL6	ABCB8	1.0
BPTF	ABCB8	1.0
CREB1	ABCB8	1.0
EBF1	ABCB8	1.0
ELF2	ABCB8	1.0
EP300	ABCB8	1.0
ESR2	ABCB8	1.0
ETS2	ABCB8	1.0
ETV5	ABCB8	1.0
FOXA3	ABCB8	1.0
FOXB1	ABCB8	1.0
FOXC1	ABCB8	1.0
FOXD3	ABCB8	1.0
FOXF2	ABCB8	1.0
FOXG1	ABCB8	1.0
FOXH1	ABCB8	1.0
FOXJ2	ABCB8	1.0
FOXJ3	ABCB8	1.0
FOXK1	ABCB8	1.0
FOXL1	ABCB8	1.0
FOXP1	ABCB8	1.0
FOXP4	ABCB8	1.0
FUBP1	ABCB8	1.0
GABPA	ABCB8	1.0
HES1	ABCB8	1.0
HEY2	ABCB8	1.0
HIC1	ABCB8	1.0
HINFP	ABCB8	1.0
HOXA7	ABCB8	1.0
HOXC6	ABCB8	1.0
INSM1	ABCB8	1.0
IRF3	ABCB8	1.0
IRF4	ABCB8	1.0
IRF8	ABCB8	1.0
IRF9	ABCB8	1.0
KLF1	ABCB8	1.0
KLF2	ABCB8	1.0
KLF4	ABCB8	1.0
LHX9	ABCB8	1.0
MAFA	ABCB8	1.0
MAZ	ABCB8	1.0
MECOM	ABCB8	1.0
MEF2B	ABCB8	1.0
MEF2C	ABCB8	1.0
MEF2D	ABCB8	1.0
MEIS3	ABCB8	1.0
MLX	ABCB8	1.0
MYOG	ABCB8	1.0
NEUROD1	ABCB8	1.0
NR1H4	ABCB8	1.0
NR1I3	ABCB8	1.0
NR2E3	ABCB8	1.0
NR2F2	ABCB8	1.0
NR2F6	ABCB8	1.0
NR4A3	ABCB8	1.0
NR5A1	ABCB8	1.0
NR5A2	ABCB8	1.0
ONECUT3	ABCB8	1.0
OTX1	ABCB8	1.0
OTX2	ABCB8	1.0
PAX1	ABCB8	1.0
PAX2	ABCB8	1.0
PAX3	ABCB8	1.0
PAX5	ABCB8	1.0
PAX9	ABCB8	1.0
PKNOX1	ABCB8	1.0
PKNOX2	ABCB8	1.0
PLAG1	ABCB8	1.0
POU3F2	ABCB8	1.0
POU4F1	ABCB8	1.0
POU6F1	ABCB8	1.0
POU6F2	ABCB8	1.0
PPARD	ABCB8	1.0
PURA	ABCB8	1.0
RARA	ABCB8	1.0
RARB	ABCB8	1.0
RARG	ABCB8	1.0
RFX5	ABCB8	1.0
RXRG	ABCB8	1.0
SMARCC2	ABCB8	1.0
SP1	ABCB8	1.0
SP4	ABCB8	1.0
SP8	ABCB8	1.0
TBP	ABCB8	1.0
TBX4	ABCB8	1.0
TBX5	ABCB8	1.0
TCF7L2	ABCB8	1.0
TEAD1	ABCB8	1.0
TERF2	ABCB8	1.0
TFE3	ABCB8	1.0
TGIF1	ABCB8	1.0
TGIF2	ABCB8	1.0
TGIF2LX	ABCB8	1.0
TWIST1	ABCB8	1.0
USF1	ABCB8	1.0
USF2	ABCB8	1.0
ZBTB6	ABCB8	1.0
ZNF148	ABCB8	1.0
ZNF263	ABCB8	1.0
ZNF281	ABCB8	1.0
ZNF333	ABCB8	1.0
ZNF423	ABCB8	1.0
ZSCAN16	ABCB8	1.0
AHR	ABCB9	1.0
ARID3A	ABCB9	1.0
ARID5B	ABCB9	1.0
BACH1	ABCB9	1.0
BARX2	ABCB9	1.0
BCL11A	ABCB9	1.0
BHLHE41	ABCB9	1.0
BPTF	ABCB9	1.0
CEBPB	ABCB9	1.0
CPEB1	ABCB9	1.0
DLX1	ABCB9	1.0
DLX2	ABCB9	1.0
DLX3	ABCB9	1.0
DLX5	ABCB9	1.0
DMRTC2	ABCB9	1.0
DNMT1	ABCB9	1.0
E2F2	ABCB9	1.0
E2F4	ABCB9	1.0
ELF5	ABCB9	1.0
ELK3	ABCB9	1.0
EN1	ABCB9	1.0
ESR1	ABCB9	1.0
ESRRB	ABCB9	1.0
ESRRG	ABCB9	1.0
ETS2	ABCB9	1.0
FEZF1	ABCB9	1.0
FOS	ABCB9	1.0
FOSL2	ABCB9	1.0
FOXA1	ABCB9	1.0
FOXA2	ABCB9	1.0
FOXA3	ABCB9	1.0
FOXB1	ABCB9	1.0
FOXD2	ABCB9	1.0
FOXD3	ABCB9	1.0
FOXH1	ABCB9	1.0
FOXJ2	ABCB9	1.0
FOXJ3	ABCB9	1.0
FOXL1	ABCB9	1.0
FOXM1	ABCB9	1.0
FOXP1	ABCB9	1.0
FOXP3	ABCB9	1.0
FOXP4	ABCB9	1.0
FUBP1	ABCB9	1.0
GATA2	ABCB9	1.0
GATA5	ABCB9	1.0
GLI1	ABCB9	1.0
GLI2	ABCB9	1.0
GLI3	ABCB9	1.0
HES1	ABCB9	1.0
HMG20B	ABCB9	1.0
HMX1	ABCB9	1.0
HMX2	ABCB9	1.0
HMX3	ABCB9	1.0
HNF1B	ABCB9	1.0
HOXA5	ABCB9	1.0
IKZF1	ABCB9	1.0
INSM1	ABCB9	1.0
IRF5	ABCB9	1.0
JUNB	ABCB9	1.0
KLF15	ABCB9	1.0
KLF16	ABCB9	1.0
KLF3	ABCB9	1.0
KLF5	ABCB9	1.0
KLF8	ABCB9	1.0
LHX1	ABCB9	1.0
LHX2	ABCB9	1.0
LHX3	ABCB9	1.0
LMO2	ABCB9	1.0
MAZ	ABCB9	1.0
MEF2B	ABCB9	1.0
MEF2C	ABCB9	1.0
MEF2D	ABCB9	1.0
MEIS3	ABCB9	1.0
MSX2	ABCB9	1.0
MYOD1	ABCB9	1.0
NEUROD1	ABCB9	1.0
NFAT5	ABCB9	1.0
NFATC4	ABCB9	1.0
NHLH2	ABCB9	1.0
NKX6-1	ABCB9	1.0
NR2E3	ABCB9	1.0
NR2F2	ABCB9	1.0
NR2F6	ABCB9	1.0
NR5A1	ABCB9	1.0
NR5A2	ABCB9	1.0
NR6A1	ABCB9	1.0
ONECUT2	ABCB9	1.0
PATZ1	ABCB9	1.0
PAX4	ABCB9	1.0
PITX2	ABCB9	1.0
PKNOX1	ABCB9	1.0
POU1F1	ABCB9	1.0
POU4F1	ABCB9	1.0
POU6F1	ABCB9	1.0
POU6F2	ABCB9	1.0
PPARA	ABCB9	1.0
PPARD	ABCB9	1.0
PURA	ABCB9	1.0
RARA	ABCB9	1.0
RARB	ABCB9	1.0
RARG	ABCB9	1.0
REL	ABCB9	1.0
RELB	ABCB9	1.0
REST	ABCB9	1.0
RORA	ABCB9	1.0
RREB1	ABCB9	1.0
RUNX3	ABCB9	1.0
SMAD2	ABCB9	1.0
SMAD5	ABCB9	1.0
SMARCC1	ABCB9	1.0
SOX6	ABCB9	1.0
SP1	ABCB9	1.0
SP3	ABCB9	1.0
SP4	ABCB9	1.0
SPIC	ABCB9	1.0
STAT6	ABCB9	1.0
T	ABCB9	1.0
TBP	ABCB9	1.0
TBPL2	ABCB9	1.0
TBR1	ABCB9	1.0
